Status,Guidance,Ship Name,Manufacturer,Primary Category,Subcategories,Career,Role,Crew Min,Crew Max,"Crew
Compliment",Commander,Pilot,Copilot,Chief Engineer,Engineering Assistant,Primary Turret Gunner,Turret Gunner,Remote Turret Gunner,Marine Lead,Marine Rifleman,Marine Medic,Mining/Salvage/Refueling: Operator,Cargo Logistics,Scanning Operator,Torpedo Operator,Hangar Operations,Doctor (Infirmary),Source Hints,Variants,Notes,Filter Ship Name,Filter Manufacturer,Filter Primary Category,Filter Subcategories,Filter Career,Filter Role,Filter Use Ship?,Filter Review Status,Filter Guidance,Filter Variants,Ship Block,Filter Crew Min,Filter Crew Max
,Fighter: likely pilot-only; positions preserved.,L-22 Alpha Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"L-22 Alpha Wolf, L-22 Alpha Wolf Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,L-22 Alpha Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"L-22 Alpha Wolf, L-22 Alpha Wolf Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,L-22 Alpha Wolf,Kruger Intergalactic,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"L-22 Alpha Wolf, L-22 Alpha Wolf Wikelo War Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Lynx,Roberts Space Industries,ground_vehicle,"cargo_transport, exploration",Transporter,Luxury Touring,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 2-2; Tags: cargo_transport, exploration",Lynx,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Lynx,Roberts Space Industries,ground_vehicle,"cargo_transport, exploration",Transporter,Luxury Touring,,,Standard,,1,,,,,,,,,,,,,,,,,Lynx,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Lynx,Roberts Space Industries,ground_vehicle,"cargo_transport, exploration",Transporter,Luxury Touring,,,Full,,1,1,,,,,,,,,,,,,,,,Lynx,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,M2 Hercules Starlifter,Crusader Industries,large,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 3-3; 3 remote turret source hints; 522 SCU cargo; Tags: cargo_transport,M2 Hercules Starlifter,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,M2 Hercules Starlifter,Crusader Industries,large,cargo_transport,Transporter,Medium Freight,,,Standard,,1,,,,,,1,,,,,,,,,,,M2 Hercules Starlifter,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,M2 Hercules Starlifter,Crusader Industries,large,cargo_transport,Transporter,Medium Freight,,,Full,,1,,1,,,,2,,,,,1,,,,,,M2 Hercules Starlifter,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M50 Interceptor,Origin Jumpworks,light_fighter,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,M50 Interceptor,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M50 Interceptor,Origin Jumpworks,light_fighter,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,M50 Interceptor,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M50 Interceptor,Origin Jumpworks,light_fighter,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,M50 Interceptor,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M80,Origin Jumpworks,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 2 SCU cargo,M80,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M80,Origin Jumpworks,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,M80,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,M80,Origin Jumpworks,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,M80,,,,,,,,,,,,,,
,Small: verify added positions.,Mantis,Roberts Space Industries,small,"interdiction, emp_qed",Combat,Interdiction,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: interdiction, emp_qed",Mantis,,,,,,,,,,,,,,
,Small: verify added positions.,Mantis,Roberts Space Industries,small,"interdiction, emp_qed",Combat,Interdiction,,,Standard,,1,,,,,,,,,,,,,,,,,Mantis,,,,,,,,,,,,,,
,Small: verify added positions.,Mantis,Roberts Space Industries,small,"interdiction, emp_qed",Combat,Interdiction,,,Full,,1,,,,,,,,,,,,,,,,,Mantis,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MDC,Greycat Industrial,ground_vehicle,,Ground,Anti-Air,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,MDC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MDC,Greycat Industrial,ground_vehicle,,Ground,Anti-Air,,,Standard,,1,,,,,,,,,,,,,,,,,MDC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MDC,Greycat Industrial,ground_vehicle,,Ground,Anti-Air,,,Full,,1,,,,,,,,,,,,,,,,,MDC,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Mercury Star Runner,Crusader Industries,medium,"cargo_transport, data_runner",Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 2 manned turret source hints; 114 SCU cargo; Tags: cargo_transport, data_runner",Mercury Star Runner,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Mercury Star Runner,Crusader Industries,medium,"cargo_transport, data_runner",Transporter,Medium Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Mercury Star Runner,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Mercury Star Runner,Crusader Industries,medium,"cargo_transport, data_runner",Transporter,Medium Freight,,,Full,,1,,,,,2,,,,,,,1,,,,,Mercury Star Runner,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Meteor,Roberts Space Industries,medium_fighter,,Combat,Medium Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Meteor, Meteor Wikelo Sneak Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Meteor,Roberts Space Industries,medium_fighter,,Combat,Medium Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"Meteor, Meteor Wikelo Sneak Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Meteor,Roberts Space Industries,medium_fighter,,Combat,Medium Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"Meteor, Meteor Wikelo Sneak Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOLE,Argo Astronautics,medium,mining,Industrial,Medium Mining,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 5-5; 32 SCU cargo; Tags: mining,MOLE,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOLE,Argo Astronautics,medium,mining,Industrial,Medium Mining,,,Standard,,1,,,,,,,,,,2,,,,,,,MOLE,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOLE,Argo Astronautics,medium,mining,Industrial,Medium Mining,,,Full,,1,,,,,,,,,,3,,,,,,,MOLE,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOTH,Argo Astronautics,medium,salvage,Industrial,Medium Salvage,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 3-3; 224 SCU cargo; Tags: salvage,MOTH,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOTH,Argo Astronautics,medium,salvage,Industrial,Medium Salvage,,,Standard,,1,,,,,,,,,,2,,,,,,,MOTH,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,MOTH,Argo Astronautics,medium,salvage,Industrial,Medium Salvage,,,Full,,1,,,,,,,,,,3,,,,,,,MOTH,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Cargo,Argo Astronautics,snub_fighter,cargo_transport,Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 2 SCU cargo; Tags: cargo_transport,MPUV Cargo,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Cargo,Argo Astronautics,snub_fighter,cargo_transport,Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,MPUV Cargo,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Cargo,Argo Astronautics,snub_fighter,cargo_transport,Transporter,Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,MPUV Cargo,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Personnel,Argo Astronautics,snub_fighter,"troop_transport, cargo_transport",Transporter,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: troop_transport, cargo_transport",MPUV Personnel,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Personnel,Argo Astronautics,snub_fighter,"troop_transport, cargo_transport",Transporter,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,MPUV Personnel,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,MPUV Personnel,Argo Astronautics,snub_fighter,"troop_transport, cargo_transport",Transporter,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,MPUV Personnel,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,MPUV Tractor,Argo Astronautics,snub_fighter,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 remote turret source hints; 16 SCU cargo; Tags: cargo_transport, tractor_beam",MPUV Tractor,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,MPUV Tractor,Argo Astronautics,snub_fighter,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,MPUV Tractor,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,MPUV Tractor,Argo Astronautics,snub_fighter,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,MPUV Tractor,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MTC,Greycat Industrial,ground_vehicle,exploration,Ground,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,MTC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MTC,Greycat Industrial,ground_vehicle,exploration,Ground,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,MTC,Greycat Industrial,ground_vehicle,exploration,Ground,Passenger,,,Full,,1,,,,,,1,,,,,,,,,,,MTC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Mule,Drake Interplanetary,ground_vehicle,cargo_transport,Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 SCU cargo; Tags: cargo_transport,Mule,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Mule,Drake Interplanetary,ground_vehicle,cargo_transport,Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Mule,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Mule,Drake Interplanetary,ground_vehicle,cargo_transport,Transporter,Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Mule,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Alpha,Consolidated Outland,small,"carrier, cargo_transport",Multi-Role,Starter / Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 4 SCU cargo; Tags: carrier, cargo_transport",Mustang Alpha,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Alpha,Consolidated Outland,small,"carrier, cargo_transport",Multi-Role,Starter / Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Mustang Alpha,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Alpha,Consolidated Outland,small,"carrier, cargo_transport",Multi-Role,Starter / Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Mustang Alpha,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Beta,Consolidated Outland,small,exploration,Exploration,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,Mustang Beta,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Beta,Consolidated Outland,small,exploration,Exploration,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Mustang Beta,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Beta,Consolidated Outland,small,exploration,Exploration,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,Mustang Beta,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Mustang Delta,Consolidated Outland,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Mustang Delta,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Mustang Delta,Consolidated Outland,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Mustang Delta,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Mustang Delta,Consolidated Outland,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Mustang Delta,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Gamma,Consolidated Outland,small,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Mustang Gamma,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Gamma,Consolidated Outland,small,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,Mustang Gamma,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Gamma,Consolidated Outland,small,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,Mustang Gamma,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Omega,Consolidated Outland,small,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Mustang Omega,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Omega,Consolidated Outland,small,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,Mustang Omega,,,,,,,,,,,,,,
,Small: verify added positions.,Mustang Omega,Consolidated Outland,small,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,Mustang Omega,,,,,,,,,,,,,,
,Small: verify added positions.,Nomad,Consolidated Outland,small,cargo_transport,Transporter,Starter / Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 remote turret source hints; 24 SCU cargo; Tags: cargo_transport,Nomad,,,,,,,,,,,,,,
,Small: verify added positions.,Nomad,Consolidated Outland,small,cargo_transport,Transporter,Starter / Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Nomad,,,,,,,,,,,,,,
,Small: verify added positions.,Nomad,Consolidated Outland,small,cargo_transport,Transporter,Starter / Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Nomad,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nova,Tumbril Land Systems,ground_vehicle,,Combat,Heavy Tank,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Nova,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nova,Tumbril Land Systems,ground_vehicle,,Combat,Heavy Tank,,,Standard,,1,,,,,,,,,,,,,,,,,Nova,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nova,Tumbril Land Systems,ground_vehicle,,Combat,Heavy Tank,,,Full,,1,,,,1,,,,,,,,,,,,,Nova,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nox,Aopoa,ground_vehicle,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Nox, Nox Wikelo Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nox,Aopoa,ground_vehicle,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,"Nox, Nox Wikelo Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Nox,Aopoa,ground_vehicle,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,"Nox, Nox Wikelo Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-52 Merlin,Kruger Intergalactic,snub_fighter,,Combat,Snub Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,P-52 Merlin,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-52 Merlin,Kruger Intergalactic,snub_fighter,,Combat,Snub Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,P-52 Merlin,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-52 Merlin,Kruger Intergalactic,snub_fighter,,Combat,Snub Fighter,,,Full,,1,,,,,,,,,,,,,,,,,P-52 Merlin,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-72 Archimedes,Kruger Intergalactic,snub_fighter,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,P-72 Archimedes,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-72 Archimedes,Kruger Intergalactic,snub_fighter,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,P-72 Archimedes,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,P-72 Archimedes,Kruger Intergalactic,snub_fighter,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,P-72 Archimedes,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Paladin,Anvil Aerospace,medium,,Gunship,Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 4-4; 3 remote turret source hints; 4 SCU cargo,Paladin,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Paladin,Anvil Aerospace,medium,,Gunship,Gunship,,,Standard,,1,,,,1,,,,,,,,,,,,,Paladin,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Paladin,Anvil Aerospace,medium,,Gunship,Gunship,,,Full,,1,,1,,1,,2,,,,,,,,,,,Paladin,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Perseus,Roberts Space Industries,large,,Combat,Heavy Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 6-6; 2 manned turret source hints; 2 remote turret source hints; 96 SCU cargo,Perseus,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Perseus,Roberts Space Industries,large,,Combat,Heavy Gunship,,,Standard,,1,,,,2,,,,,,,,,,,,,Perseus,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Perseus,Roberts Space Industries,large,,Combat,Heavy Gunship,,,Full,,1,,1,1,2,,2,,,,,,,,,,,Perseus,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Pitbull,Drake Interplanetary,snub_fighter,,Snub Fighter,Snub Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Pitbull,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Pitbull,Drake Interplanetary,snub_fighter,,Snub Fighter,Snub Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Pitbull,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Pitbull,Drake Interplanetary,snub_fighter,,Snub Fighter,Snub Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Pitbull,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Polaris,Roberts Space Industries,capital,torpedo,Combat,Corvette,,,Skeleton,,1,,,,,,,,,,,,,1,,,Crew 12-12; 5 manned turret source hints; 3 remote turret source hints; 576 SCU cargo; Medical tier T2; Tags: torpedo,"Polaris, Polaris",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Polaris,Roberts Space Industries,capital,torpedo,Combat,Corvette,,,Standard,,1,,,,1,4,,,,,,,,1,,,,"Polaris, Polaris",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Polaris,Roberts Space Industries,capital,torpedo,Combat,Corvette,,,Full,1,1,,1,2,1,4,2,1,2,1,,1,,1,1,1,,"Polaris, Polaris",,,,,,,,,,,,,,
,Small: verify added positions.,Prospector,Musashi Industrial & Starflight Concern,small,mining,Industrial,Light Mining,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: mining,"Prospector, Prospector Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Prospector,Musashi Industrial & Starflight Concern,small,mining,Industrial,Light Mining,,,Standard,,1,,,,,,,,,,,,,,,,,"Prospector, Prospector Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Prospector,Musashi Industrial & Starflight Concern,small,mining,Industrial,Light Mining,,,Full,,1,,,,,,,,,,,,,,,,,"Prospector, Prospector Wikelo Work Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler,Esperia,medium,"carrier, troop_transport",Combat,Dropship,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: carrier, troop_transport",Prowler,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler,Esperia,medium,"carrier, troop_transport",Combat,Dropship,,,Standard,,1,,,,,1,,,,,,,,,,,,Prowler,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler,Esperia,medium,"carrier, troop_transport",Combat,Dropship,,,Full,,1,,,,,1,,1,4,1,,,,,1,,,Prowler,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler Utility,Esperia,medium,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 32 SCU cargo; Tags: cargo_transport, tractor_beam","Prowler Utility, Prowler Utility Wikelo Work Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler Utility,Esperia,medium,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,"Prowler Utility, Prowler Utility Wikelo Work Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Prowler Utility,Esperia,medium,"cargo_transport, tractor_beam",Transporter,Light Freight,,,Full,,1,,,,,1,,,,,,,,,,,,"Prowler Utility, Prowler Utility Wikelo Work Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,PTV,Greycat Industrial,ground_vehicle,,Transporter,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,PTV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,PTV,Greycat Industrial,ground_vehicle,,Transporter,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,PTV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,PTV,Greycat Industrial,ground_vehicle,,Transporter,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,PTV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse,Mirai,ground_vehicle,exploration,Combat,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,Pulse,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse,Mirai,ground_vehicle,exploration,Combat,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Pulse,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse,Mirai,ground_vehicle,exploration,Combat,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,Pulse,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse LX,Mirai,ground_vehicle,,Combat,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Pulse LX,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse LX,Mirai,ground_vehicle,,Combat,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,Pulse LX,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Pulse LX,Mirai,ground_vehicle,,Combat,Racing,,,Full,,1,,,,,,,,,,,,,,,,,Pulse LX,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,RAFT,Argo Astronautics,medium,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 1 remote turret source hints; 192 SCU cargo; Tags: cargo_transport,"RAFT, RAFT Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,RAFT,Argo Astronautics,medium,cargo_transport,Transporter,Medium Freight,,,Standard,,1,,,,,,,,,,,,,,,,,"RAFT, RAFT Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,RAFT,Argo Astronautics,medium,cargo_transport,Transporter,Medium Freight,,,Full,,1,,,,,,,,,,,1,,,,,,"RAFT, RAFT Wikelo Work Special",,,,,,,,,,,,,,
,Small: verify added positions.,Razor,Mirai,small,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Razor, Razor LX, Razor EX",,,,,,,,,,,,,,
,Small: verify added positions.,Razor,Mirai,small,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,"Razor, Razor LX, Razor EX",,,,,,,,,,,,,,
,Small: verify added positions.,Razor,Mirai,small,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,"Razor, Razor LX, Razor EX",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Reclaimer,Aegis Dynamics,large,"scanning, cargo_transport, salvage, tractor_beam",Industrial,Heavy Salvage,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; 8 remote turret source hints; 420 SCU cargo; Tags: scanning, cargo_transport, salvage, tractor_beam",Reclaimer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Reclaimer,Aegis Dynamics,large,"scanning, cargo_transport, salvage, tractor_beam",Industrial,Heavy Salvage,,,Standard,,1,,,,,,,,,,1,1,,,,,,Reclaimer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Reclaimer,Aegis Dynamics,large,"scanning, cargo_transport, salvage, tractor_beam",Industrial,Heavy Salvage,,,Full,,1,,,,,1,2,,,,3,1,,,,,,Reclaimer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Redeemer,Aegis Dynamics,medium,,Combat,Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 4-4; 2 manned turret source hints; 2 remote turret source hints; 2 SCU cargo,Redeemer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Redeemer,Aegis Dynamics,medium,,Combat,Gunship,,,Standard,,1,,,,2,,,,,,,,,,,,,Redeemer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Redeemer,Aegis Dynamics,medium,,Combat,Gunship,,,Full,,1,,,,2,,2,,,,,,,,,,,Redeemer,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Kore,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Starter / Light Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 6 SCU cargo; Tags: cargo_transport,Reliant Kore,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Kore,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Starter / Light Freight,,,Standard,,1,,,,,,,,,,,,,,,,,Reliant Kore,,,,,,,,,,,,,,
